GEOID,GEOG,2000_POP,2010_POP,2020_POP,2020_HH,2020_HH_SIZE,TOT_POP,UND5,A5_19,A20_34,A35_49,A50_64,A65_74,A75_84,OV85,MED_AGE,WHITE,HISP,BLACK,ASIAN,OTHER,POP_HH,POP_16OV,IN_LBFRC,EMP,UNEMP,NOT_IN_LBFRC,TOT_WRKR16OV,WORK_AT_HOME,TOT_COMM,DROVE_AL,CARPOOL,TRANSIT,WALK_BIKE,COMM_OTHER,AGG_TT,NO_VEH,ONE_VEH,TWO_VEH,THREEOM_VEH,POP_25OV,LT_HS,HS,SOME_COLL,ASSOC,BACH,GRAD_PROF,INC_LT_25K,INC_25_50K,INC_50_75K,INC_75_100K,INC_100_150K,INC_GT_150,MEDINC,INCPERCAP,TOT_HH,OWN_OCC_HU,RENT_OCC_HU,VAC_HU,HU_TOT,HU_SNG_DET,HU_SNG_ATT,HU_2UN,HU_3_4UN,HU_5_9UN,HU_10_19UN,HU_GT_19UN,HU_MOBILE,MED_ROOMS,HA_AFT2000,HA_70_00,HA_40_70,HA_BEF1940,MED_HA,BR_0_1,BR_2,BR_3,BR_4,BR_5,HV_LT_150K,HV_150_300K,HV_300_500K,HV_GT_500K,MED_HV,CASHRENT_HH,RENT_LT500,RENT_500_999,RENT_1000_1499,RENT_1500_2499,RENT_GT2500,MED_RENT,COMPUTER,ONLY_SMARTPHONE,NO_COMPUTER,INTERNET,BROADBAND,NO_INTERNET,TOT_EMP_RES,RES_NAICS1_TYPE,RES_NAICS2_TYPE,RES_NAICS3_TYPE,RES_NAICS4_TYPE,RES_NAICS5_TYPE,RES_NAICS1_COUNT,RES_NAICS2_COUNT,RES_NAICS3_COUNT,RES_NAICS4_COUNT,RES_NAICS5_COUNT,TOT_EMP_WORK,WORK_NAICS1_TYPE,WORK_NAICS2_TYPE,WORK_NAICS3_TYPE,WORK_NAICS4_TYPE,WORK_NAICS5_TYPE,WORK_NAICS1_COUNT,WORK_NAICS2_COUNT,WORK_NAICS3_COUNT,WORK_NAICS4_COUNT,WORK_NAICS5_COUNT,RES_CITY1_TYPE,RES_CITY2_TYPE,RES_CITY3_TYPE,RES_CITY4_TYPE,RES_CITY5_TYPE,RES_CITY1_COUNT,RES_CITY2_COUNT,RES_CITY3_COUNT,RES_CITY4_COUNT,RES_CITY5_COUNT,WORK_CITY1_TYPE,WORK_CITY2_TYPE,WORK_CITY3_TYPE,WORK_CITY4_TYPE,WORK_CITY5_TYPE,WORK_CITY1_COUNT,WORK_CITY2_COUNT,WORK_CITY3_COUNT,WORK_CITY4_COUNT,WORK_CITY5_COUNT,IDES_START_EMP,IDES_MID_EMP,IDES_CURR_EMP,AVG_VMT,RET_SALES,GEN_MERCH,RES_EAV,CMRCL_EAV,IND_EAV,RAIL_EAV,FARM_EAV,MIN_EAV,TOT_EAV,TRANSIT_LOW_PCT,TRANSIT_MOD_PCT,TRANSIT_HIGH_PCT,WALKABLE_LOW_PCT,WALKABLE_MOD_PCT,WALKABLE_HIGH_PCT,OPEN_SPACE_PER_1000,TOT_ACRES,SF,Sfperc,MF,Mfperc,MIX,MIXperc,COMM,COMMperc,INST,INSTperc,IND,INDperc,TRANS,TRANSperc,AG,Agperc,OPEN,OPENperc,VACANT,VACperc,CT_1PHH,CT_2PHH,CT_3PHH,CT_4MPHH,CT_FAM_HH,CT_SP_WCHILD,CT_NONFAM_HH,HCUND20K,HCUND20K_LT20PCT,HCUND20K_20_29PCT,HCUND20K_30MPCT,HC20Kto49K,HC20Kto49K_LT20PCT,HC20Kto49K_20_29PCT,HC20Kto49K_30MPCT,HC50Kto75K,HC50Kto75K_LT20PCT,HC50Kto75K_20_29PCT,HC50Kto75K_30MPCT,HCOV75K,HCOV75K_LT20PCT,HCOV75K_20_29PCT,HCOV75K_30MPCT,NATIVE,FOR_BORN,POP_OV5,NOT_ENGLISH,LING_ISO,ENGLISH,SPANISH,SLAVIC,CHINESE,TAGALOG,ARABIC,KOREAN,OTHER_ASIAN,OTHER_EURO,OTHER_UNSPEC,2000_WHITE,2000_HISP,2000_BLACK,2000_ASIAN,2000_OTHER,2000_UND19,2000_A20_34,2000_A35_49,2000_A50_64,2000_OV65,2000_MED_AGE,2000_TOT_HH,2000_OWN_OCC_HU,2000_RENT_OCC_HU,2000_VAC_HU,2000_HU_TOT,2000_LT_HS,2000_HS,2000_SOME_COLL,2000_ASSOC,2000_BACH,2000_GRAD_PROF,2000_POP_25OV,HT_Cost_Typical,HT_Cost_Mod,H_Cost_Typical,H_Cost_Mod,T_Cost_Typical,T_Cost_Mod,Primary_WS,2003_TOTAL_MGD,2013_TOTAL_MGD,03_13_PCTCHG_TOT_MGD,2003_RES_MGD,2013_RES_MGD,03_13_PCTCHG_RES_MGD,2003_NONRES_MGD,2013_NONRES_MGD,03_13_PCTCHG_NONRES_MGD,2003_GPCD,2013_GPCD,03_13_PCTCHG_GPCD,2014_MO_WAT_INFLADJ2021,2014_MO_SEW_INFLADJ2021,2014_MO_COMBO_INFLADJ2021,2020_MO_WAT_INFLADJ2021,2020_MO_SEW_INFLADJ2021,2020_MO_COMBO_INFLADJ2021,2014_2020WAT_PCTCHG_ADJ,2014_2020SEW_PCTCHG_ADJ,2014_2020COMBO_PCTCHG_ADJ,2014_2020WAT_ANN_PCTCHG_ADJ,2014_2020SEW_ANN_PCTCHG_ADJ,2014_2020COMBO_ANN_PCTCHG_ADJ,UTILITY_NAME,2017_NONREV_WATER,2017_ANNCOST,2017_PCT_NONREV_TO_WS,highly_walkable_pop_pct,highly_walkable_emp_pct,assoc_plus_pct,in_lbr_frc_pct,pct_pop_access_4_acres_per_1k,pct_pop_access_10_acres_per_1k,impervious_acres_per_hh,2003_GPCD,disbursement_per_capita,above_80pct_regional_median,modhigh_ta_pop_pct,modhigh_ta_emp_pct,nonsov_pct
1717523,Crete,7346,8259,8465,3263,2.559914189,8058,312,1307,1198,1356,1818,1231,416,420,49.2,4628,632,2511,35,252,7965,6874,4012,3711,292,2862,3652,226,3426,2993,218,102,66,47,115465,115,971,1177,843,5923,516,1772,1060,506,1262,807,316,520,702,390,616,562,75403,48203,3106,2711,395,265,3371,2730,120,79,35,58,37,170,142,6.9,480,1625,894,372,1976,242,420,1598,858,253,926,1594,166,25,166500,359,0,144,98,94,23,1091,2949,188,157,2804,2669,302,3546,Health Care,Manufacturing,Retail Trade,Education,Accommodation and Food Service,470,405,378,373,247,2972,Education,Construction,Professional,Health Care,Accommodation and Food Service,897,512,380,228,227,Chicago,Crete,Chicago Heights,Monee,Joliet,516,156,132,79,74,Chicago,Crete,Steger,Chicago Heights,Park Forest,228,156,139,97,78,,,,24602.4833,86336825,70364436,142202277,16587041,368702,601285,1345165,0,161104470,1,0,0,1,0,0,9.564747178,6165.285174,1126.543999,0.182723745,13.77591746,0.002234433,11.77755622,0.001910302,174.0082674,0.02822388,251.1378729,0.040734186,85.09700876,0.013802607,856.5312764,0.138928087,2548.606236,0.413380106,396.3788048,0.064292047,701.4282356,0.113770607,985,1052,412,657,1964,121,1142,208,0,14,194,606,51,141,414,688,197,327,164,1568,1130,337,101,7752,306,7746,522,138,7224,428,0,0,15,29,0,0,35,15,6192,267,759,55,73,1979,1031,1875,1437,1024,40.7,2704,2405,299,103,2807,345,1598,1357,339,932,481,5052,55,64,31,39,24,26,Shallow Groundwater,0.82,0.7,-15.3,0.65,0.6,-7.5,0.17,0.1,-44.4,79.4,72.9,-8.1,15.22329092,22.63462993,N/A,20.24161776,17.79866389,N/A,32.96479624,-21.36534174,N/A,4.863120861,-3.926782843,N/A,N/A,N/A,N/A,N/A,0,0,0.434745906,0.803751144,0.778322868,0.518988583,0.328488412,79.4,309.4,1,0.009429748,0.010071274,0.167579409
1717887,Crystal Lake,38000,40743,40269,14780,2.699391069,39685,2095,8583,6289,8525,8093,3694,1597,809,39.9,32147,4827,380,1372,959,39339,31404,21896,20865,1024,9508,20515,1566,18949,15836,1907,719,243,244,572080,687,3503,7136,3067,26565,1633,5872,5904,2472,6980,3704,1282,2410,2003,2333,3472,2893,91456,39782,14393,10926,3467,802,15195,10376,1402,229,653,1434,307,527,267,6.9,2279,9204,2675,1037,1987,880,3906,4429,5234,746,1489,7030,2348,59,233400,3365,172,718,1520,822,133,1224,13770,344,623,13754,13519,639,20506,Manufacturing,Retail Trade,Education,Health Care,Professional,2321,2293,2281,2086,1481,19084,Retail Trade,Education,Manufacturing,Health Care,Accommodation and Food Service,3210,2861,2222,1983,1891,Crystal Lake,Chicago,Elgin,Schaumburg,Woodstock,2828,2046,876,731,533,Crystal Lake,Woodstock,Lake in the Hills,McHenry,Chicago,2828,1039,992,774,659,21415,19461,19859,21051.82063,1139274680,895176420,903785948,265462865,70787741,2001775,1818208,1560639,1245417176,0.785685551,0.2046765,0.009637948,0.582375921,0.402129659,0.01549442,16.84904146,12331.99622,3531.732659,0.286387751,199.9721318,0.016215715,3.510465161,0.000284663,906.0635572,0.073472578,701.6237706,0.056894582,692.0953363,0.056121923,2034.715357,0.164994809,1717.682349,0.139286643,1635.632484,0.13263323,908.9681052,0.073708108,2938,4745,2743,3967,10967,1096,3426,809,55,53,701,2748,327,532,1889,1995,611,648,736,8679,5488,2675,516,35969,3716,37590,4434,1466,33156,2728,333,73,227,0,0,259,741,73,34067,2662,193,735,343,12860,6787,10351,4592,3410,34.1,13070,10370,2700,389,13459,1970,5286,6038,1557,5889,2536,23276,57,68,34,43,23,25,Sandstone Groundwater,4.61,4.44,-3.9,3.47,3.34,-3.6,1.15,1.09,-4.7,87.2,82.8,-5.1,21.40417596,22.39998522,N/A,34.93773024,52.68404511,N/A,63.22856952,135.1967852,N/A,8.509066957,15.32015839,N/A,N/A,N/A,N/A,N/A,0.009700869,0.027319665,0.495238095,0.851006243,0.398368732,0.097541246,0.263803988,87.2,487.99,1,0,0,0.216183281
1718628,Darien,22860,22086,22011,8994,2.444296197,21843,620,3689,3824,4050,4984,3000,1203,473,44.9,16024,1570,784,2789,676,21833,18504,12334,11715,604,6170,11512,1436,10076,8771,539,621,68,77,303925,230,2554,3930,1983,16338,665,2603,3224,1041,5638,3167,910,1244,1049,1106,1900,2488,100771,49892,8697,7133,1564,279,8976,5633,1442,26,182,399,311,983,0,6.8,713,6124,2020,119,1979,520,2053,3768,2165,470,339,2279,3445,1011,336800,1510,0,269,500,669,72,1472,8198,279,499,8203,8094,494,10599,Health Care,Professional,Education,Retail Trade,Finance,1357,1178,1020,987,743,9122,Administration,Education,Retail Trade,Accommodation and Food Service,Finance,1867,1468,1394,765,685,Chicago,Darien,Downers Grove,Naperville,Oak Brook,2406,561,525,348,270,Chicago,Darien,Naperville,Downers Grove,Bolingbrook,1093,561,338,316,304,,,,20320.49784,320876598,215402264,866867460,88165479,14752470,0,9510,0,969794919,0.275735646,0.724264354,0,0.369118417,0.630881583,0,5.117334666,4046.598366,1964.753072,0.485532018,130.2739389,0.032193444,0,0,209.0765748,0.051667241,206.0896646,0.050929113,34.79242054,0.008597943,994.611977,0.245789645,33.95568647,0.008391168,413.5770023,0.10220362,59.46802926,0.014695807,2027,3195,1493,1982,6297,546,2400,588,0,8,580,1484,165,281,1038,1041,334,368,339,5459,3786,1280,393,17624,4219,21223,5475,1161,15748,830,981,545,442,184,66,368,2023,36,18673,831,437,2631,288,5735,3627,5856,4826,2816,40.8,8735,7490,1245,194,8929,1039,3604,3303,1139,4344,2659,16088,57,67,35,44,22,23,Lake Michigan,1.99,2.25,12.7,1.42,1.85,29.6,0.57,0.4,-29.5,62.5,82.6,32.3,39.48898773,25.63922682,N/A,56.2751873,28.46739242,N/A,42.50855879,11.0306197,N/A,6.081623583,1.759225758,N/A,Darien,0.39,1155222,18.2,0,0,0.602644142,0.856509566,0.827435067,0.692248254,0.191225026,62.5,343.93,1,0,0,0.231410702
1719083,Deer Park,3102,3200,3681,1329,2.65462754,4005,225,984,327,831,1021,333,182,102,43.5,3475,43,12,438,37,4005,3083,1889,1855,34,1194,1817,269,1548,1238,83,212,0,15,52525,69,211,674,423,2648,122,315,365,124,949,773,92,63,94,78,278,772,161422,73578,1377,1191,186,181,1558,1212,70,0,16,0,0,260,0,8.3,448,815,257,38,1985,228,56,347,704,223,5,56,421,709,550600,186,0,13,45,52,76,2337,1357,30,20,1347,1338,30,1478,Health Care,Professional,Education,Retail Trade,Finance,170,167,163,125,120,2218,Manufacturing,Retail Trade,Accommodation and Food Service,Other Service,Professional,713,420,225,181,169,Chicago,Lake Zurich,Arlington Heights,Schaumburg,Palatine,212,95,72,72,45,Chicago,Palatine,Lake Zurich,Arlington Heights,Schaumburg,162,124,87,52,49,,,,24759.99564,128358619,126988548,193990910,82003190,281719,36350,521891,0,276834060,1,0,0,1,0,0,17.01141904,2456.473809,1300.863359,0.529565328,0,0,0,0,199.7400748,0.081311705,8.244787345,0.003356351,4.680329917,0.001905304,302.4158762,0.12310975,44.01790959,0.017919145,451.7228511,0.183890766,144.7886204,0.05894165,238,464,198,477,1124,20,253,37,0,0,37,115,5,12,98,94,18,29,47,1128,720,275,133,3444,561,3780,703,121,3077,66,229,112,16,0,51,105,124,0,2935,47,18,75,27,1014,256,943,681,208,40.4,989,960,29,21,1010,66,274,355,90,773,489,2047,77,92,53,66,24,27,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0.697129909,0.788435062,0.780527245,0.217489242,0.423547174,No data,488.58,1,0.303196442,0.168060409,0.310401761
1718992,Deerfield,18420,18225,19196,7100,2.698309859,19030,996,4169,2211,3796,4682,1639,861,676,44.2,16562,997,78,1076,317,18945,14759,10124,9810,313,4635,9638,1565,8073,6622,374,891,100,86,234550,388,1671,4078,1186,12958,81,682,1338,194,5251,5412,425,617,561,653,1167,3900,162064,82426,7323,6005,1318,251,7574,5742,284,21,177,50,306,994,0,7.6,1350,2358,3469,397,1969,434,1308,2121,2825,886,147,520,2169,3073,521100,1265,73,97,138,597,360,1889,7093,109,230,7047,6982,276,7465,Professional,Education,Health Care,Finance,Retail Trade,951,828,774,701,643,16719,Manufacturing,Wholesale Trade,Professional,Administration,Finance,2589,2460,2152,1666,1641,Chicago,Deerfield,Northbrook,Highland Park,Glenview,1779,610,439,350,223,Chicago,Deerfield,Buffalo Grove,Arlington Heights,Highland Park,2345,610,469,405,379,20177,18788,17276,20005.81314,329603475,363182740,1080979802,390865454,7686905,0,0,0,1479532161,0.132049324,0.625996946,0.24195373,0.355044607,0.56560528,0.079350112,8.173341727,3574.066595,1655.013418,0.463061718,63.75310369,0.017837693,4.623892775,0.001293734,538.043738,0.15054105,210.0378272,0.058767183,12.01401914,0.003361442,711.7374328,0.199139388,0,0,317.3323315,0.08878747,61.5108316,0.017210321,1558,2867,981,1917,5574,360,1749,305,13,13,279,701,56,37,608,547,69,82,396,5700,3599,1308,793,17172,1858,18034,2214,542,15820,536,345,241,79,17,225,288,378,105,17434,312,58,465,151,5871,1900,5120,3127,2402,39.6,6420,5778,642,98,6518,499,1155,1827,362,4425,3945,12213,81,97,59,73,22,24,Lake Michigan,2.9,2.96,2.2,2.07,2.06,-0.9,0.82,0.91,10.1,111.6,112.3,0.6,32.64271898,25.23037272,N/A,38.15061607,26.72814593,N/A,16.87327916,5.936389551,N/A,2.632727732,0.965777645,N/A,Deerfield,0.138,179469,6.5,0.095610404,0.064748532,0.837860781,0.832631677,0.324009534,0,0.220673751,111.6,377.26,1,0.839375153,0.682418377,0.30400498
1719642,Des Plaines,58720,58364,60675,23599,2.529683461,58316,2920,10115,10128,10875,13328,5181,3775,1994,42.8,37059,10490,1679,7498,1590,57207,48039,31921,30556,1345,16118,30261,1847,28414,22684,2777,1994,682,277,865385,1193,7494,8847,4315,42652,5016,9333,7920,4059,10219,6105,2861,4061,4137,2942,3864,3984,73639,37220,21849,17116,4733,1363,23212,13665,1486,283,820,739,1015,4595,609,5.6,2835,6980,11591,1806,1966,3379,6088,9558,3471,716,1631,9308,5308,825,267200,4486,192,1263,1618,1288,125,1167,20270,1157,1579,19704,19031,2145,28859,Health Care,Retail Trade,Manufacturing,Professional,Accommodation and Food Service,3896,2989,2870,2565,2275,34646,Manufacturing,Transportation,Wholesale Trade,Health Care,Accommodation and Food Service,4367,3751,3656,2821,2330,Chicago,Des Plaines,Elk Grove Village,Arlington Heights,Schaumburg,6873,2511,1086,913,910,Chicago,Des Plaines,Mount Prospect,Arlington Heights,Schaumburg,7394,2511,999,816,598,49007,36651,36122,18915.6622,1163474920,752383464,1221653051,603110218,463252592,4732953,32895,0,2292781709,0.005990329,0.223142209,0.770867463,0.189838721,0.559989323,0.250171955,3.491856167,9226.466099,3085.345615,0.334401664,220.1700485,0.023862879,11.15378157,0.00120889,621.5160574,0.067362309,878.6057863,0.095226686,894.508844,0.09695032,2506.104817,0.271621311,0,0,858.5060365,0.093048197,150.5551128,0.016317744,5990,6955,3732,5172,14785,1382,7064,1665,70,113,1482,4750,527,1070,3153,4081,1438,1471,1172,10765,7439,2552,774,40509,17807,55396,23990,9229,31406,7410,7206,245,1444,501,255,1830,4529,570,44635,8229,558,4459,839,14415,10687,13920,9593,10105,39.7,22362,17739,4623,489,22851,7514,11785,9502,2472,6923,3351,41547,51,60,32,40,20,21,Lake Michigan,8.29,6.92,-16.5,5.21,4.65,-10.8,3.08,2.28,-26,91.2,78.8,-13.6,39.12742885,6.962535783,N/A,40.06904843,6.362019399,N/A,2.406546011,-8.624966571,N/A,0.39712731,-1.492055248,N/A,Des Plaines,0.531,787947,9.1,0.29777353,0.174986098,0.477890837,0.82992048,0,0,0.202231833,91.2,423.25,1,0,0,0.241234592
1719837,Diamond,1393,2527,2640,1006,2.624254473,2786,150,586,527,501,674,106,144,98,37.3,2648,104,0,0,34,2786,2128,1418,1391,22,710,1396,51,1345,1240,86,5,0,14,38440,26,463,489,228,1876,192,817,376,180,204,107,270,322,181,130,144,159,51019,30891,1206,932,274,0,1206,603,227,33,11,56,14,4,258,5.4,446,619,136,5,1994,12,455,543,196,0,330,497,102,0,166900,274,18,85,141,26,4,1085,1077,140,129,995,970,211,10,Transportation,Wholesale Trade,Accommodation and Food Service,Health Care,Construction,4,2,1,1,1,18,Retail Trade,Other Service,Public Administration,Mining,Utilities,15,3,0,0,0,Wilmington,Chicago,Woodridge,Bolingbrook,Joliet,1,1,1,1,1,Braidwood,Wilmington,Aurora,Elgin,Hawthorn Woods,5,1,1,1,0,,,,,19175804,17645544,45715237,8644872,0,0,74012,0,54434121,1,0,0,1,0,0,0,445.2296036,15.22577425,0.034197578,0,0,0,0,19.42538603,0.043630041,13.77823563,0.03094636,3.905430012,0.008771721,44.7690365,0.100552695,304.6368353,0.684224123,26.06316655,0.05853871,17.42573936,0.039138771,375,342,189,300,771,179,435,114,0,0,114,478,48,173,257,181,105,53,23,433,363,70,0,2772,14,2636,46,4,2590,38,0,0,0,0,0,0,8,0,1320,49,0,1,23,416,279,328,232,138,35.1,551,416,135,46,597,132,387,228,42,52,26,867,46,54,23,29,23,25,Sandstone Groundwater,0.02,0.02,6.2,0,0,6.2,0.02,0.02,6.2,89.8,64.1,-28.6,N/A,N/A,N/A,86.4910367,26.60376761,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,NA,0.261727079,0.809048179,0,0,0.256711069,89.8,266.47,1,0.753311258,0.913793103,0.101719198
1720149,Dixmoor,3934,3644,2973,1050,2.831428571,3570,292,817,922,656,512,77,220,74,29.9,250,1734,1586,0,0,3570,2755,1763,1589,174,992,1494,31,1463,1273,44,58,6,82,38915,167,488,337,217,2245,436,651,781,160,161,56,341,326,355,95,82,10,44757,16349,1209,574,635,201,1410,567,0,70,27,25,0,62,659,5,184,376,682,168,1966,55,589,500,255,11,468,35,0,71,65800,613,0,298,238,77,0,1009,1003,276,206,1018,983,191,1141,Health Care,Retail Trade,Administration,Transportation,Accommodation and Food Service,175,131,114,101,96,792,Manufacturing,Education,Wholesale Trade,Accommodation and Food Service,Retail Trade,328,160,136,57,45,Chicago,Alsip,Crestwood,South Holland,Blue Island,389,29,29,23,22,Chicago,Harvey,Blue Island,Dixmoor,Tinley Park,162,43,32,22,18,,,,21557.21739,27602304,15454672,16866944,7622057,10809013,789615,0,0,36087629,0,0.224004874,0.775995126,0.638005159,0,0.361994841,1.603146261,799.0828613,182.6000976,0.228512094,1.175978556,0.00147166,0.080853369,0.000101183,50.9744245,0.063791162,17.08495065,0.0213807,63.62066038,0.0796171,384.4912131,0.481165636,0,0,18.4321354,0.023066613,80.62254771,0.100893852,355,185,256,413,838,174,371,287,49,11,227,314,59,105,150,355,165,128,62,187,187,0,0,3236,334,3278,929,371,2349,903,0,0,0,0,0,0,26,0,933,716,2224,5,56,1310,879,748,507,490,31.6,1372,1121,251,99,1471,916,717,543,86,133,49,2444,42,49,22,27,20,21,Lake Michigan,0.83,0.57,-31.1,0.31,0.1,-66.3,0.52,0.47,-10.1,81.5,28.8,-64.6,71.99586459,0.20030646,N/A,N/A,N/A,64.74525735,N/A,N/A,N/A,N/A,N/A,N/A,Dixmoor,0.045,95790,10.7,0.358770344,0.374309392,0.167928731,0.777511962,0.290171549,0.065431778,0.437270236,81.5,305.48,1,0.508994568,0.471282877,0.093038822
1720292,Dolton,25614,23153,21426,7766,2.713494721,22487,1342,5012,4376,3680,4538,2285,912,342,36.7,969,238,20705,51,524,22184,17693,10603,8946,1657,7090,8657,416,8241,6225,559,1034,229,194,322450,942,3710,2268,1065,14509,1375,4063,5010,1425,1748,888,2121,1849,1506,1201,961,347,50237,22135,7985,5413,2572,1061,9046,7528,138,194,577,181,72,327,29,5.9,161,3099,5283,503,1964,580,1696,5309,1146,315,4411,910,36,21,106200,2548,101,432,1112,903,0,1320,7326,1348,659,6755,6666,1230,7901,Health Care,Transportation,Retail Trade,Administration,Education,1661,821,776,685,672,2796,Manufacturing,Retail Trade,Health Care,Education,Accommodation and Food Service,647,462,418,232,211,Chicago,South Holland,Harvey,Dolton,Calumet City,2842,267,218,180,158,Chicago,Dolton,Calumet City,South Holland,Lansing,488,180,125,65,56,3945,3380,2413,18693.40511,152954775,127033124,173191103,52380448,24472405,5255786,0,0,255299742,0.236060189,0.260311641,0.50362817,0.00150075,0.602801401,0.395697849,2.987523031,2998.741631,1053.106223,0.351182714,77.3690651,0.025800511,9.89096331,0.003298371,162.428353,0.054165504,156.0410552,0.052035512,143.9270096,0.047995802,1090.409387,0.363622319,0,0,168.5399383,0.056203554,137.0296359,0.045695713,2349,2409,1531,1696,5361,1416,2624,1391,9,54,1328,2286,232,420,1634,1506,456,603,447,2509,1983,424,102,22017,470,21145,532,92,20613,157,5,0,32,8,0,0,156,174,3390,791,20973,144,316,8930,4553,6470,3298,2363,33.3,8512,6946,1566,432,8944,2666,4027,5021,1225,1858,495,15292,46,54,25,31,21,23,Lake Michigan,2.44,2.6,6.6,1.83,2,9,0.61,0.6,-0.9,74.6,85.7,14.8,28.44351725,1.220915563,N/A,39.25516369,7.851032739,N/A,38.01093355,543.0446935,N/A,5.5161449,36.36623807,N/A,Dolton,0.255,438963,10.5,0.415422238,0.258844765,0.279895237,0.738129268,0.557685945,0.165251286,0.205425815,74.6,275.29,1,0.298750794,0.145358487,0.258519117
1720591,Downers Grove,48724,47833,50247,20368,2.427435192,49263,2893,8599,8452,8962,10930,5886,2499,1042,43.1,41540,2482,1640,2576,1025,48641,39704,26229,25145,1076,13475,24174,3001,21173,16649,1084,2898,369,173,640605,814,7354,8557,3390,34984,1255,4929,5832,2450,12363,8155,2773,2632,2806,2018,3925,5961,97197,53339,20115,15104,5011,1001,21116,12912,1364,180,417,1354,1282,3596,11,6.4,2311,9805,6849,2151,1973,2977,5101,6711,5097,1230,1851,3117,6673,3428,360100,4780,366,805,1856,1512,241,1364,18738,642,1377,18679,18363,1436,23711,Health Care,Professional,Education,Retail Trade,Finance,2811,2595,2553,2166,1733,49966,Health Care,Administration,Retail Trade,Professional,Manufacturing,6937,5401,4674,4615,4069,Chicago,Downers Grove,Naperville,Oak Brook,Westmont,4785,2695,999,740,588,Chicago,Downers Grove,Naperville,Aurora,Bolingbrook,5594,2695,2368,1513,1289,38465,41587,44647,18623.22433,1208837111,1057193696,2132341259,539113189,90365810,1716783,4422,0,2763541463,0.101657342,0.668858862,0.229483796,0.411894668,0.566817938,0.021287395,6.136183493,9337.207339,4192.182257,0.448976027,261.6703748,0.028024479,6.338249348,0.000678816,907.7698475,0.097220701,543.4804286,0.058205886,280.254962,0.030014859,2081.412323,0.222915937,70.28574358,0.007527491,856.4740247,0.091727001,137.3391291,0.014708801,6334,6804,2760,4217,12834,790,7281,1757,32,242,1483,3269,496,566,2207,2754,1030,859,865,11883,8245,2923,715,44176,5087,46370,5990,1711,40380,1313,1467,438,231,134,111,496,1737,63,42777,1747,911,2773,516,13019,8161,12721,7834,6989,39.1,18979,15029,3950,498,19477,2332,6809,6796,2004,9458,6043,33442,58,69,37,47,21,22,Lake Michigan,5.98,5.16,-13.7,4.16,3.54,-14.9,1.82,1.62,-11.1,84.7,71.3,-15.8,43.42317829,20.93345578,N/A,49.27882882,27.22148595,N/A,13.48508046,30.03818498,N/A,2.130736002,4.474864494,N/A,Downers Grove,0.416,679443,8.5,0.029013502,0.013407844,0.656528699,0.831145922,1,0.010720567,0.192355865,84.7,447.98,1,0,0,0.304128402
1721696,East Dundee,2955,2860,3152,1447,2.178299931,3211,191,284,575,473,825,484,173,206,52,2326,585,173,94,33,3211,2778,1853,1752,80,925,1688,65,1623,1409,196,9,9,0,43220,139,560,330,424,2558,224,680,537,299,545,273,216,342,193,223,229,250,73199,52929,1453,1128,325,65,1518,874,262,65,28,16,11,262,0,6.1,366,498,429,225,1983,87,521,520,337,53,167,738,175,48,208400,314,0,77,184,53,0,1156,1399,124,54,1276,1239,177,1604,Retail Trade,Health Care,Manufacturing,Education,Accommodation and Food Service,175,163,159,138,134,3950,Retail Trade,Administration,Construction,Wholesale Trade,Professional,708,533,509,289,264,Elgin,Chicago,Schaumburg,Carpentersville,East Dundee,187,145,101,92,85,Elgin,Carpentersville,Chicago,Algonquin,Lake in the Hills,370,334,207,179,110,,,,22260.21254,149944590,146711408,73389877,27433013,11488292,0,8317,0,112319499,0.160092807,0.839907193,0,0.220979316,0.779020684,0,7.148502486,1926.006536,392.8760509,0.203984796,9.271916707,0.004814063,3.750234182,0.001947155,178.7337113,0.092800158,63.03878985,0.032730309,649.5237858,0.33723862,294.1799946,0.152740912,50.09409785,0.026009308,122.3893083,0.063545635,162.1486462,0.084189043,534,548,151,220,850,101,603,176,0,0,176,362,45,71,246,193,76,57,60,702,448,254,0,2719,492,3020,731,158,2289,403,96,0,33,0,7,0,62,130,2725,116,29,51,34,670,602,767,509,407,38.8,1228,1049,179,30,1258,198,547,543,138,430,250,2106,48,56,25,32,23,24,Shallow Groundwater,0.49,0.39,-21.2,0.28,0.19,-31.8,0.22,0.2,-7.9,91.1,58.9,-35.4,28.55797809,35.65454979,N/A,44.21920996,40.86887323,N/A,54.8401285,14.62456676,N/A,7.559123338,2.30093849,N/A,N/A,N/A,N/A,N/A,0,0,0.436669273,0.899092365,0,0,0.520927569,91.1,646.18,1,1,1,0.16528436
