GEOID,GEOG,2000_POP,2010_POP,2020_POP,2020_HH,2020_HH_SIZE,TOT_POP,UND5,A5_19,A20_34,A35_49,A50_64,A65_74,A75_84,OV85,MED_AGE,WHITE,HISP,BLACK,ASIAN,OTHER,POP_HH,POP_16OV,IN_LBFRC,EMP,UNEMP,NOT_IN_LBFRC,TOT_WRKR16OV,WORK_AT_HOME,TOT_COMM,DROVE_AL,CARPOOL,TRANSIT,WALK_BIKE,COMM_OTHER,AGG_TT,NO_VEH,ONE_VEH,TWO_VEH,THREEOM_VEH,POP_25OV,LT_HS,HS,SOME_COLL,ASSOC,BACH,GRAD_PROF,INC_LT_25K,INC_25_50K,INC_50_75K,INC_75_100K,INC_100_150K,INC_GT_150,MEDINC,INCPERCAP,TOT_HH,OWN_OCC_HU,RENT_OCC_HU,VAC_HU,HU_TOT,HU_SNG_DET,HU_SNG_ATT,HU_2UN,HU_3_4UN,HU_5_9UN,HU_10_19UN,HU_GT_19UN,HU_MOBILE,MED_ROOMS,HA_AFT2000,HA_70_00,HA_40_70,HA_BEF1940,MED_HA,BR_0_1,BR_2,BR_3,BR_4,BR_5,HV_LT_150K,HV_150_300K,HV_300_500K,HV_GT_500K,MED_HV,CASHRENT_HH,RENT_LT500,RENT_500_999,RENT_1000_1499,RENT_1500_2499,RENT_GT2500,MED_RENT,COMPUTER,ONLY_SMARTPHONE,NO_COMPUTER,INTERNET,BROADBAND,NO_INTERNET,TOT_EMP_RES,RES_NAICS1_TYPE,RES_NAICS2_TYPE,RES_NAICS3_TYPE,RES_NAICS4_TYPE,RES_NAICS5_TYPE,RES_NAICS1_COUNT,RES_NAICS2_COUNT,RES_NAICS3_COUNT,RES_NAICS4_COUNT,RES_NAICS5_COUNT,TOT_EMP_WORK,WORK_NAICS1_TYPE,WORK_NAICS2_TYPE,WORK_NAICS3_TYPE,WORK_NAICS4_TYPE,WORK_NAICS5_TYPE,WORK_NAICS1_COUNT,WORK_NAICS2_COUNT,WORK_NAICS3_COUNT,WORK_NAICS4_COUNT,WORK_NAICS5_COUNT,RES_CITY1_TYPE,RES_CITY2_TYPE,RES_CITY3_TYPE,RES_CITY4_TYPE,RES_CITY5_TYPE,RES_CITY1_COUNT,RES_CITY2_COUNT,RES_CITY3_COUNT,RES_CITY4_COUNT,RES_CITY5_COUNT,WORK_CITY1_TYPE,WORK_CITY2_TYPE,WORK_CITY3_TYPE,WORK_CITY4_TYPE,WORK_CITY5_TYPE,WORK_CITY1_COUNT,WORK_CITY2_COUNT,WORK_CITY3_COUNT,WORK_CITY4_COUNT,WORK_CITY5_COUNT,IDES_START_EMP,IDES_MID_EMP,IDES_CURR_EMP,AVG_VMT,RET_SALES,GEN_MERCH,RES_EAV,CMRCL_EAV,IND_EAV,RAIL_EAV,FARM_EAV,MIN_EAV,TOT_EAV,TRANSIT_LOW_PCT,TRANSIT_MOD_PCT,TRANSIT_HIGH_PCT,WALKABLE_LOW_PCT,WALKABLE_MOD_PCT,WALKABLE_HIGH_PCT,OPEN_SPACE_PER_1000,TOT_ACRES,SF,Sfperc,MF,Mfperc,MIX,MIXperc,COMM,COMMperc,INST,INSTperc,IND,INDperc,TRANS,TRANSperc,AG,Agperc,OPEN,OPENperc,VACANT,VACperc,CT_1PHH,CT_2PHH,CT_3PHH,CT_4MPHH,CT_FAM_HH,CT_SP_WCHILD,CT_NONFAM_HH,HCUND20K,HCUND20K_LT20PCT,HCUND20K_20_29PCT,HCUND20K_30MPCT,HC20Kto49K,HC20Kto49K_LT20PCT,HC20Kto49K_20_29PCT,HC20Kto49K_30MPCT,HC50Kto75K,HC50Kto75K_LT20PCT,HC50Kto75K_20_29PCT,HC50Kto75K_30MPCT,HCOV75K,HCOV75K_LT20PCT,HCOV75K_20_29PCT,HCOV75K_30MPCT,NATIVE,FOR_BORN,POP_OV5,NOT_ENGLISH,LING_ISO,ENGLISH,SPANISH,SLAVIC,CHINESE,TAGALOG,ARABIC,KOREAN,OTHER_ASIAN,OTHER_EURO,OTHER_UNSPEC,2000_WHITE,2000_HISP,2000_BLACK,2000_ASIAN,2000_OTHER,2000_UND19,2000_A20_34,2000_A35_49,2000_A50_64,2000_OV65,2000_MED_AGE,2000_TOT_HH,2000_OWN_OCC_HU,2000_RENT_OCC_HU,2000_VAC_HU,2000_HU_TOT,2000_LT_HS,2000_HS,2000_SOME_COLL,2000_ASSOC,2000_BACH,2000_GRAD_PROF,2000_POP_25OV,HT_Cost_Typical,HT_Cost_Mod,H_Cost_Typical,H_Cost_Mod,T_Cost_Typical,T_Cost_Mod,Primary_WS,2003_TOTAL_MGD,2013_TOTAL_MGD,03_13_PCTCHG_TOT_MGD,2003_RES_MGD,2013_RES_MGD,03_13_PCTCHG_RES_MGD,2003_NONRES_MGD,2013_NONRES_MGD,03_13_PCTCHG_NONRES_MGD,2003_GPCD,2013_GPCD,03_13_PCTCHG_GPCD,2014_MO_WAT_INFLADJ2021,2014_MO_SEW_INFLADJ2021,2014_MO_COMBO_INFLADJ2021,2020_MO_WAT_INFLADJ2021,2020_MO_SEW_INFLADJ2021,2020_MO_COMBO_INFLADJ2021,2014_2020WAT_PCTCHG_ADJ,2014_2020SEW_PCTCHG_ADJ,2014_2020COMBO_PCTCHG_ADJ,2014_2020WAT_ANN_PCTCHG_ADJ,2014_2020SEW_ANN_PCTCHG_ADJ,2014_2020COMBO_ANN_PCTCHG_ADJ,UTILITY_NAME,2017_NONREV_WATER,2017_ANNCOST,2017_PCT_NONREV_TO_WS,highly_walkable_pop_pct,highly_walkable_emp_pct,assoc_plus_pct,in_lbr_frc_pct,pct_pop_access_4_acres_per_1k,pct_pop_access_10_acres_per_1k,impervious_acres_per_hh,2003_GPCD,disbursement_per_capita,above_80pct_regional_median,modhigh_ta_pop_pct,modhigh_ta_emp_pct,nonsov_pct
1747007,Markham,12620,12508,11661,3835,3.017209909,12401,1309,3011,2271,2095,2007,1087,341,280,32,1414,1383,9273,93,238,12385,8790,5312,4563,749,3478,4453,398,4055,3042,538,372,24,79,138830,302,1720,1172,638,7357,889,2250,2448,643,752,375,962,1249,686,344,399,192,42050,19580,3832,2615,1217,580,4412,4287,59,0,0,0,0,66,0,5.8,383,843,2908,278,1961,136,634,2838,711,93,2065,520,27,3,92200,1184,40,189,554,401,0,1362,3463,630,369,3367,3344,465,4502,Health Care,Retail Trade,Transportation,Administration,Accommodation and Food Service,887,490,436,422,374,2888,Transportation,Education,Accommodation and Food Service,Public Administration,Administration,1184,259,199,175,175,Chicago,Markham,Harvey,Tinley Park,South Holland,1385,151,100,92,89,Chicago,Markham,Harvey,Tinley Park,Oak Forest,553,151,71,69,66,,,,17910.72578,81828311,67841652,72101261,37801462,18491808,0,20447,0,128414978,0.136304141,0.720311756,0.143384103,0.743586309,0.201487039,0.054926653,3.001351343,3459.205827,1077.652398,0.311531736,8.037145978,0.002323408,0.990198529,0.00028625,148.9190907,0.043050081,130.5369406,0.037736101,236.5068947,0.068370287,1040.593943,0.300818741,9.003250666,0.002602693,442.869922,0.128026473,364.0960431,0.105254229,886,969,864,1113,2821,824,1011,625,78,35,512,1526,151,238,1137,662,287,252,123,935,675,231,29,11751,650,11092,1146,319,9946,1038,0,0,0,0,7,0,101,0,2062,396,9903,75,184,4393,2227,2620,1873,1507,32.9,3842,3241,601,177,4019,1670,2394,2111,556,559,241,7531,46,53,24,30,22,23,Lake Michigan,1.36,1.38,1.5,1.24,1.17,-5.7,0.12,0.21,75.1,98.5,91.8,-6.8,51.06097805,3.43382502,N/A,58.01317448,20.93960458,N/A,13.61547838,509.8040655,N/A,2.150285215,35.16525018,N/A,Markham,0.403,562403,27.4,0.04619868,0.08614347,0.240587196,0.73827083,0,0,0.397645688,98.5,267.12,1,1,1,0.299124186
1747540,Matteson,12928,19009,19073,7029,2.694408878,19374,1010,3566,3340,3248,4755,2148,953,354,44,2383,262,15941,253,535,19245,15417,10244,9365,879,5173,9249,885,8364,6693,577,971,18,105,337865,374,2663,3154,1437,13265,686,3161,3505,831,2919,2163,1534,1002,881,1163,1788,1260,84611,38867,7628,5874,1754,590,8218,5909,487,406,240,287,65,288,536,6.7,2806,3794,1410,208,1990,400,789,4227,2414,388,2127,2836,797,69,174500,1550,300,242,344,567,97,1230,7096,546,532,7043,6928,585,6942,Health Care,Education,Transportation,Retail Trade,Administration,1358,760,642,608,591,5592,Retail Trade,Accommodation and Food Service,Health Care,Education,Wholesale Trade,1815,664,660,567,538,Chicago,Matteson,Olympia Fields,Tinley Park,Chicago Heights,2127,258,154,133,125,Chicago,Matteson,Park Forest,Tinley Park,Chicago Heights,616,258,212,171,167,,,,25769.01644,560490390,545759292,264502239,167469170,28460268,1201945,214789,0,461848411,0.664683833,0.279416558,0.055899609,0.752851559,0.247148441,0,7.797580913,5989.51269,1792.329173,0.299244574,53.61912158,0.008952168,2.879368392,0.000480735,714.7255009,0.119329491,203.3913983,0.033957921,120.0064988,0.020036104,1238.836804,0.206834323,1023.001592,0.170798802,254.3991515,0.042474098,586.3240816,0.097891784,2927,2081,945,1675,4454,396,3174,825,73,76,676,1301,85,229,987,851,186,315,350,4201,2813,1024,364,18481,893,18364,907,198,17457,277,28,73,63,0,0,40,205,221,4031,436,8033,198,230,3897,2112,3272,2254,1393,37.3,4561,3737,824,151,4712,880,2038,2597,652,1378,723,8268,55,65,33,41,23,24,Lake Michigan,1.65,1.64,-0.4,1.23,1.28,4.8,0.42,0.36,-15.3,82.5,66.9,-18.9,66.77421857,9.815016516,N/A,60.11353673,13.29356293,N/A,-9.974930418,35.44106533,N/A,-1.73611944,5.186109811,N/A,Matteson,0.207,340426,14,0,0,0.445759518,0.807105704,1,1,0.339292791,82.5,479.78,1,0.259259259,0.142590392,0.265001622
1747774,Maywood,26987,24090,23512,7573,3.091509309,23351,1130,4453,5305,4609,4597,1671,1133,453,37.4,1224,7222,14433,126,346,23242,19081,12032,10935,1097,7049,10825,230,10595,8233,1237,782,232,111,336000,811,2991,2363,1469,15858,3403,5465,3369,1463,1408,750,1597,1902,1422,989,1161,563,56623,23725,7634,4780,2854,1150,8784,5531,66,1170,649,467,447,443,11,5.5,186,1076,2741,4781,0,974,3075,3187,1189,359,2037,2572,105,56,158900,2788,245,1252,862,410,19,972,6674,1118,960,5915,5737,1719,9639,Health Care,Administration,Manufacturing,Retail Trade,Transportation,1584,1133,1026,1007,881,14087,Health Care,Education,Transportation,Utilities,Accommodation and Food Service,10879,888,506,320,306,Chicago,Maywood,Melrose Park,Bellwood,Elk Grove Village,2866,420,340,191,183,Chicago,Berwyn,Oak Park,Maywood,Cicero,3550,491,447,420,267,8655,8998,12844,16597.38614,82372771,71433928,218862955,32318749,25913459,777983,0,0,277873146,0,0,1,0,0,1,1.431642414,1738.681711,689.2880113,0.396442895,118.766862,0.06830857,7.460689591,0.004291004,66.85954791,0.038454162,90.89713787,0.052279343,96.85428776,0.055705588,565.2027572,0.32507546,0,0,74.44186104,0.042815117,28.91055683,0.01662786,2133,2012,1234,2255,5065,947,2569,1025,43,119,863,2187,206,303,1678,1414,273,687,454,2701,2176,403,122,19876,3475,22221,6888,2897,15333,6570,74,0,45,0,0,16,110,73,1488,2843,22208,80,368,9413,5621,5485,3877,2591,30.7,7937,4988,2949,538,8475,3959,4983,4122,851,1037,568,15520,44,52,25,32,19,20,Lake Michigan,3.5,2.98,-14.9,2.2,2.1,-4.4,1.3,0.88,-32.5,85,86.9,2.2,73.28432731,4.092494811,N/A,76.07113333,3.569114811,N/A,3.802731254,-12.78877615,N/A,0.623973606,-2.254809617,N/A,Maywood,1.387,2363923,52.2,1,1,0.228339009,0.753704087,0.566638446,0.566638446,0.142122601,85,264.59,1,0,0,0.229191686
1745564,McCook,254,228,249,105,2.371428571,317,26,55,90,36,38,35,28,9,31.4,170,127,15,0,5,317,241,131,126,5,110,114,0,114,84,16,3,10,1,2655,10,25,50,22,195,18,82,20,50,14,11,7,32,14,17,22,15,75417,28757,107,64,43,8,115,64,0,9,20,22,0,0,0,5.5,3,38,60,14,1963,3,47,44,18,3,5,42,17,0,264300,43,0,10,28,5,0,1125,81,6,26,78,75,29,96,Retail Trade,Health Care,Transportation,Education,Construction,13,12,10,8,7,5250,Transportation,Manufacturing,Wholesale Trade,Information,Administration,1707,1465,1464,153,88,Chicago,McCook,Hodgkins,Elmhurst,Cicero,17,4,4,3,3,Chicago,Joliet,Cicero,Bolingbrook,Oak Lawn,1183,122,96,95,81,4421,4104,4808,,81177756,80900020,10656243,6959661,106923746,2650081,0,0,127189731,0.270622758,0.582164982,0.14721226,1,0,0,19.4557914,1686.548039,9.16933714,0.005436748,2.360170458,0.001399409,0.552223007,0.000327428,12.41531798,0.007361378,5.086772915,0.003016085,1238.319211,0.734232991,345.8315417,0.205052885,0,0,4.435920439,0.002630177,68.37754477,0.040542898,18,36,16,37,87,18,20,6,0,0,6,32,0,11,21,14,2,9,3,54,44,7,3,281,36,291,87,37,204,79,6,0,0,0,0,0,2,0,229,20,0,0,5,47,59,47,47,54,42.7,119,59,60,6,125,23,91,28,10,8,11,171,43,50,23,28,20,21,Other Surface Water,1.63,4.96,204.2,0.03,0.02,-42.8,1.59,4.94,209.6,140.5,85.3,-39.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,McCook,0.135,154726,15.6,0,0,0.384615385,0.725609756,0.667655498,0.28023163,9.275530023,No data,6564.74,1,0,0,0.254385965
1745616,McCullom Lake,1038,1049,988,406,2.433497537,1193,81,259,213,357,166,75,31,11,36.8,986,82,9,12,104,1193,914,677,623,54,237,614,63,551,445,103,0,3,0,18525,7,117,181,151,806,101,410,138,75,70,12,40,78,168,86,74,10,62430,27630,456,287,169,20,476,456,4,3,0,7,0,0,6,5.4,58,112,187,119,1956,20,194,222,40,0,181,103,3,0,138800,156,0,47,53,56,0,1221,417,48,39,442,442,14,476,Manufacturing,Retail Trade,Health Care,Education,Wholesale Trade,77,50,46,46,39,78,Transportation,Construction,Manufacturing,Public Administration,Other Service,29,19,11,8,4,McHenry,Chicago,Crystal Lake,Woodstock,Schaumburg,54,41,23,21,14,McHenry,Woodstock,Crystal Lake,Chicago,Wonder Lake,11,6,4,3,3,,,,,2267954,2164612,14486490,1633415,0,0,69753,0,16189658,1,0,0,1,0,0,14.16291375,240.9855766,114.4335611,0.474856474,0,0,0,0,14.61612162,0.060651437,4.664363597,0.019355364,0.479320327,0.001989,46.12157275,0.191387275,38.48107568,0.15968207,2.086763673,0.008659289,20.10279787,0.083419092,92,149,124,91,322,17,134,14,0,0,14,93,15,20,58,166,85,50,31,170,110,57,3,1127,66,1112,68,22,1044,39,9,0,0,0,0,2,18,0,975,44,9,3,7,325,212,301,123,77,33.4,382,300,82,36,418,123,277,174,42,34,8,658,47,55,24,30,23,25,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0.194789082,0.839673913,0,0,0.139823787,140.5,220.78,0,1,1,0.2752443
1745694,McHenry,21501,26992,27135,10685,2.504164717,26889,1233,4919,4901,5666,5782,2274,1018,1096,41.3,21319,4573,157,489,351,26662,21898,15070,14389,681,6828,14135,1088,13047,11573,989,222,171,92,422645,648,3100,3893,2863,18954,1445,5507,4590,1785,4285,1342,1369,2197,1585,1265,2166,1922,77004,38090,10504,7670,2834,292,10796,7200,1349,159,652,640,240,528,28,6.2,3153,5371,1856,416,1988,978,3104,3969,2521,224,2041,4438,1133,58,194800,2783,118,505,1088,969,103,1328,9810,314,694,9735,9618,769,11920,Manufacturing,Retail Trade,Health Care,Education,Wholesale Trade,1681,1387,1253,1015,925,10500,Health Care,Retail Trade,Administration,Education,Accommodation and Food Service,1761,1427,1373,1163,1141,McHenry,Chicago,Crystal Lake,Woodstock,Schaumburg,1318,973,774,313,251,McHenry,Crystal Lake,Woodstock,Chicago,Johnsburg,1318,500,484,293,251,13606,14241,14269,,692260478,546053152,533476588,156572235,50025275,367016,1771212,1700194,743912520,0.624249728,0.375750272,0,0.658953748,0.341046252,0,9.593804551,9649.752401,3017.614994,0.312714241,98.22379449,0.010178893,12.61642796,0.001307435,611.4874712,0.063368203,469.1431108,0.048617114,820.9531064,0.085075044,1631.846095,0.169107561,1645.08604,0.170479611,647.8835351,0.067139913,694.8978264,0.072011985,2841,3481,1822,2360,7049,727,3455,926,27,38,861,2552,234,678,1640,1575,440,671,464,5329,3898,1155,276,24407,2482,25656,3971,1602,21685,3088,265,36,182,0,0,86,314,0,19536,1527,62,191,185,6647,4379,5374,2734,2367,34.3,7872,6009,1863,255,8127,1748,4400,3620,913,2239,788,13708,53,62,30,37,23,25,Shallow Groundwater,2.28,2.24,-1.9,1.65,1.62,-1.9,0.63,0.62,-1.9,69.4,60.8,-12.4,17.56973802,19.74449387,N/A,19.57853028,42.22471263,N/A,11.43325106,113.8556345,N/A,1.820634774,13.50633897,N/A,N/A,N/A,N/A,N/A,0,0,0.391052021,0.845189308,1,1,0.24803882,69.4,438.81,1,1,1,0.174743544
1748242,Melrose Park,23171,25411,24796,8294,2.981311792,25404,1833,5603,5771,5882,3745,1438,828,304,33.6,4341,19715,1077,198,73,25287,19546,12710,11907,792,6836,11634,97,11537,8940,1656,421,333,187,302135,557,2922,2644,1738,16221,4742,5513,2481,1444,1424,617,1353,2272,1604,1242,791,599,53596,21881,7861,3986,3875,555,8416,3281,423,1521,946,589,571,534,551,5,648,1708,4147,1913,1956,1401,2895,3256,581,283,1042,2311,575,44,200700,3785,32,1590,1737,426,0,1054,6993,1440,868,6502,6166,1359,9943,Manufacturing,Administration,Retail Trade,Health Care,Accommodation and Food Service,1555,1149,1129,1040,941,19605,Manufacturing,Retail Trade,Administration,Transportation,Wholesale Trade,4425,3712,3165,2340,1137,Chicago,Melrose Park,Elk Grove Village,Franklin Park,Bensenville,2141,974,285,270,206,Chicago,Melrose Park,Maywood,Cicero,Bellwood,4863,974,340,306,295,22712,17927,15373,17459.51757,754424185,566475148,264479348,216495225,250747548,20764575,0,0,752486696,0,0,1,0.104592052,0.047689931,0.847718017,0.484631485,2712.571043,471.2790531,0.173738879,144.9609162,0.053440413,11.42319957,0.004211208,318.9491283,0.117581853,120.2892345,0.0443451,676.6368091,0.249444825,888.5937616,0.32758359,0,0,49.36715753,0.018199397,31.07178294,0.011454735,2003,1553,1342,2963,5450,1134,2411,820,0,0,820,2634,163,882,1589,1604,530,737,337,2611,1752,580,279,16612,8792,23571,17183,8332,6388,16246,232,0,135,0,0,58,479,33,9380,12485,634,455,217,6980,6291,4515,2863,2522,30.6,7631,4172,3459,274,7905,5479,4023,2529,563,751,587,13932,44,51,25,32,19,20,Lake Michigan,3.6,3.54,-1.6,1.62,1.62,0.1,1.98,1.92,-3,68.1,63.4,-7,N/A,N/A,N/A,N/A,N/A,42.63966126,N/A,N/A,N/A,N/A,N/A,N/A,Melrose Park,1.053,1664475,30.9,0.973658007,0.64177337,0.214844954,0.753214703,0.311483441,0.304839666,0.265156681,68.1,555.9,1,0,0,0.215489084
1748554,Merrionette Park,1999,1900,1969,939,2.096911608,1973,68,362,411,458,361,177,75,61,38.9,1426,368,177,0,2,1973,1569,1120,1058,62,449,1022,15,1007,718,94,96,28,71,31200,161,379,207,176,1432,150,461,396,177,186,62,234,311,116,119,107,36,43047,27153,923,739,184,59,982,541,27,0,4,86,39,5,280,4.3,76,331,553,22,1965,151,472,296,40,23,532,198,5,4,120700,184,0,105,48,31,0,966,719,110,204,681,655,242,789,Retail Trade,Health Care,Education,Administration,Manufacturing,98,93,67,67,67,523,Retail Trade,Accommodation and Food Service,Administration,Education,Public Administration,167,127,98,45,35,Chicago,Alsip,Oak Lawn,Orland Park,Merrionette Park,274,37,25,20,16,Chicago,Oak Lawn,Alsip,Merrionette Park,Blue Island,145,25,24,16,12,,,,14852.39094,59662626,31786644,21887988,24287467,3053111,0,0,0,49228566,0,0,1,0,1,0,11.25602691,240.073723,93.19393381,0.388188814,6.254581044,0.026052751,0,0,24.89722472,0.10370658,25.31105002,0.105430322,30.20895225,0.125831981,40.54256346,0.168875473,0,0,19.66541771,0.081914078,0,0,469,193,99,162,371,61,552,133,29,10,94,380,37,112,231,116,77,24,15,262,176,65,21,1877,96,1905,322,65,1583,189,90,0,0,5,0,0,23,15,1753,83,132,10,21,474,374,478,286,387,39.5,957,714,243,31,988,198,533,393,114,181,50,1469,41,47,21,26,20,21,Lake Michigan,0.22,0.22,-0.5,0.1,0.09,-15,0.12,0.13,11.7,51.4,45,-12.6,48.4741632,25.17566044,N/A,55.48995213,21.72483975,N/A,14.47325433,-13.70697186,N/A,2.278418703,-2.427083854,N/A,Merrionette Park,0.015,29485,8.9,0,0,0.296787709,0.864227642,0.262001289,0,0.156083621,51.4,527.53,1,0.517116857,0.446131244,0.227984344
1748671,Mettawa,367,547,533,202,2.613861386,573,11,109,62,102,160,96,19,14,50.4,500,33,15,21,4,573,479,269,252,17,210,252,42,210,179,2,13,8,8,5765,13,39,92,71,411,0,54,82,15,136,124,10,21,40,13,38,93,123125,85051,215,203,12,54,269,269,0,0,0,0,0,0,0,10,77,94,52,46,1982,0,31,24,124,90,0,0,25,140,816000,2,0,0,0,0,2,0,204,4,11,203,203,12,250,Education,Manufacturing,Wholesale Trade,Professional,Health Care,29,28,27,24,23,962,Wholesale Trade,Retail Trade,Accommodation and Food Service,Administration,Health Care,531,165,114,56,45,Chicago,Deerfield,Libertyville,Glenview,Highland Park,46,8,8,7,7,Chicago,Waukegan,Palatine,Buffalo Grove,Arlington Heights,120,28,24,21,20,,,,,292932470,205516052,55063206,77915777,0,147313,10438280,0,143564576,0.110752341,0.889247659,0,1,0,0,5.459158513,3496.270876,983.690453,0.281354188,0,0,0,0,148.1699735,0.042379432,14.22442379,0.004068456,0,0,277.5095871,0.079373023,297.5457586,0.085103749,1255.055993,0.358969896,520.0746868,0.148751257,34,108,18,55,169,10,46,10,0,0,10,21,0,0,21,34,0,13,21,140,77,19,44,473,100,562,103,36,459,21,23,5,0,12,4,2,36,0,340,15,0,9,3,94,34,98,92,49,44.7,135,122,13,6,141,15,22,41,22,79,53,232,82,99,60,75,23,24,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0.669099757,0.688271605,0,0,1.676800588,No data,5586.64,1,0,0,0.257936508
1748892,Midlothian,14315,14819,14325,5204,2.736356649,14464,836,2586,2705,3069,3088,1346,652,182,39.7,8220,4564,984,246,450,14365,11577,7504,7295,209,4073,7045,234,6811,5782,602,289,93,45,207450,305,1876,2425,1222,10138,1171,3810,2168,1358,1045,586,1119,1332,881,935,1100,461,61067,29855,5828,4567,1261,393,6221,4689,163,70,145,759,153,242,0,5.7,259,2067,3296,599,1965,737,1256,3212,783,233,2135,2074,283,58,153600,1239,65,415,529,230,0,1107,5343,808,485,4953,4833,875,6724,Health Care,Retail Trade,Education,Accommodation and Food Service,Manufacturing,902,788,636,592,577,2056,Education,Accommodation and Food Service,Retail Trade,Construction,Arts and Entertainment,471,340,306,225,163,Chicago,Crestwood,Tinley Park,Alsip,Midlothian,1510,214,211,208,208,Chicago,Midlothian,Oak Forest,Tinley Park,Orland Park,300,208,133,97,54,1952,1442,1553,20821.64384,167282924,132589372,175339819,49631551,1355669,0,0,0,226327039,0.127895267,0.364111279,0.507993454,0.219068056,0.546167995,0.234763948,2.562311461,1804.330379,865.1201549,0.479468818,46.86680042,0.025974622,3.617370361,0.002004827,88.40343874,0.048995151,80.83427854,0.044800154,6.890412456,0.00381882,435.5763711,0.241406106,0,0,233.3826308,0.129345841,43.63892214,0.024185661,1891,1792,740,1405,3786,347,2042,896,9,7,880,1445,272,239,934,871,265,338,268,2496,1868,590,38,12539,1925,13628,2467,847,11161,1887,92,37,76,188,0,12,88,87,12037,976,869,233,200,4403,2894,3565,2024,1429,34.5,5158,4144,1014,228,5386,1305,3366,2432,540,883,404,8930,48,56,27,33,21,23,Lake Michigan,1.41,1.11,-21.6,1.04,0.8,-23.1,0.37,0.3,-17.4,72.1,53.8,-25.4,49.79046279,8.97556076,N/A,43.71142455,5.535035476,N/A,-12.20924229,-38.33214855,N/A,-2.146852495,-7.740774825,N/A,Midlothian,0.364,532101,29.8,0.230063514,0.26588785,0.294831328,0.780749267,0,0,0.160315173,72.1,315.73,1,0,0,0.172888573
1749100,Millbrook,N/A,335,277,104,2.663461538,357,17,75,56,49,124,19,15,2,41.5,346,8,0,0,3,357,285,184,169,15,101,165,7,158,153,4,0,0,1,6275,5,20,54,42,250,9,77,59,26,57,22,2,14,26,21,38,20,91875,36605,121,109,12,5,126,124,0,2,0,0,0,0,0,6.7,20,58,24,24,1982,0,12,65,43,6,8,44,57,0,306100,11,0,5,5,1,0,1025,119,3,2,113,111,8,242,Retail Trade,Health Care,Education,Construction,Manufacturing,26,22,22,20,20,43,Agriculture,Other Service,Health Care,Professional,Construction,21,11,4,3,3,Aurora,Yorkville,Chicago,Naperville,Oswego,24,22,22,14,13,Yorkville,Joliet,Plano,Warrenville,Wheaton,6,2,2,1,1,,,,,2980793,2977820,7616471,1019472,0,0,914049,0,9549992,1,0,0,1,0,0,0,1332.846692,141.8669236,0.106439041,0,0,0,0,8.180719867,0.00613778,10.8923097,0.008172215,0,0,35.39398217,0.026555179,1020.432422,0.765603747,101.8006617,0.076378373,14.27967277,0.010713665,19,42,26,34,93,5,28,1,0,0,1,14,2,1,11,26,15,1,10,79,37,40,2,356,1,340,4,1,336,4,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,65,77,38,47,27,30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0.42,0.746724891,0.15230889,0.15230889,0.417503181,No data,283.56,1,0,0,0.066666667
